Title,page_no,recitation_no,recitation,image_pages,ayet_sayisi,etiketler,sureler
Sayfa 247,247,1,public://quran_audio/alafasy-Sayfa247.mp3,public://quran_images/sayfa-247.png,8,,
Sayfa 248,248,1,public://quran_audio/alafasy-Sayfa248.mp3,public://quran_images/sayfa-248.png,8,,
Sayfa 249,249,1,public://quran_audio/alafasy-Sayfa249.mp3,public://quran_images/sayfa-249.png,5,,
Sayfa 250,250,1,public://quran_audio/alafasy-Sayfa250.mp3,public://quran_images/sayfa-250.png,8,,
Sayfa 251,251,1,public://quran_audio/alafasy-Sayfa251.mp3,public://quran_images/sayfa-251.png,5,,
Sayfa 252,252,1,public://quran_audio/alafasy-Sayfa252.mp3,public://quran_images/sayfa-252.png,10,,
Sayfa 253,253,1,public://quran_audio/alafasy-Sayfa253.mp3,public://quran_images/sayfa-253.png,6,,
Sayfa 254,254,1,public://quran_audio/alafasy-Sayfa254.mp3,public://quran_images/sayfa-254.png,8,,
Sayfa 255,255,1,public://quran_audio/alafasy-Sayfa255.mp3,public://quran_images/sayfa-255.png,6,,
Sayfa 256,256,1,public://quran_audio/alafasy-Sayfa256.mp3,public://quran_images/sayfa-256.png,5,,
Sayfa 257,257,1,public://quran_audio/alafasy-Sayfa257.mp3,public://quran_images/sayfa-257.png,8,,
Sayfa 258,258,1,public://quran_audio/alafasy-Sayfa258.mp3,public://quran_images/sayfa-258.png,6,,
Sayfa 259,259,1,public://quran_audio/alafasy-Sayfa259.mp3,public://quran_images/sayfa-259.png,9,,
Sayfa 260,260,1,public://quran_audio/alafasy-Sayfa260.mp3,public://quran_images/sayfa-260.png,9,,
Sayfa 261,261,1,public://quran_audio/alafasy-Sayfa261.mp3,public://quran_images/sayfa-261.png,10,,
Sayfa 262,262,1,public://quran_audio/alafasy-Sayfa262.mp3,public://quran_images/sayfa-262.png,15,,
Sayfa 263,263,1,public://quran_audio/alafasy-Sayfa263.mp3,public://quran_images/sayfa-263.png,16,,
Sayfa 264,264,1,public://quran_audio/alafasy-Sayfa264.mp3,public://quran_images/sayfa-264.png,20,,
Sayfa 265,265,1,public://quran_audio/alafasy-Sayfa265.mp3,public://quran_images/sayfa-265.png,19,,
Sayfa 266,266,1,public://quran_audio/alafasy-Sayfa266.mp3,public://quran_images/sayfa-266.png,20,,
Sayfa 267,267,1,public://quran_audio/alafasy-Sayfa267.mp3,public://quran_images/sayfa-267.png,15,,
Sayfa 268,268,1,public://quran_audio/alafasy-Sayfa268.mp3,public://quran_images/sayfa-268.png,8,,
Sayfa 269,269,1,public://quran_audio/alafasy-Sayfa269.mp3,public://quran_images/sayfa-269.png,12,,
Sayfa 270,270,1,public://quran_audio/alafasy-Sayfa270.mp3,public://quran_images/sayfa-270.png,8,,
Sayfa 271,271,1,public://quran_audio/alafasy-Sayfa271.mp3,public://quran_images/sayfa-271.png,8,,
Sayfa 272,272,1,public://quran_audio/alafasy-Sayfa272.mp3,public://quran_images/sayfa-272.png,12,,
Sayfa 273,273,1,public://quran_audio/alafasy-Sayfa273.mp3,public://quran_images/sayfa-273.png,10,,
Sayfa 274,274,1,public://quran_audio/alafasy-Sayfa274.mp3,public://quran_images/sayfa-274.png,8,,
Sayfa 275,275,1,public://quran_audio/alafasy-Sayfa275.mp3,public://quran_images/sayfa-275.png,7,,
Sayfa 276,276,1,public://quran_audio/alafasy-Sayfa276.mp3,public://quran_images/sayfa-276.png,8,,
Sayfa 277,277,1,public://quran_audio/alafasy-Sayfa277.mp3,public://quran_images/sayfa-277.png,6,,
Sayfa 278,278,1,public://quran_audio/alafasy-Sayfa278.mp3,public://quran_images/sayfa-278.png,9,,
Sayfa 279,279,1,public://quran_audio/alafasy-Sayfa279.mp3,public://quran_images/sayfa-279.png,8,,
Sayfa 280,280,1,public://quran_audio/alafasy-Sayfa280.mp3,public://quran_images/sayfa-280.png,8,,
Sayfa 281,281,1,public://quran_audio/alafasy-Sayfa281.mp3,public://quran_images/sayfa-281.png,10,,
Sayfa 282,282,1,public://quran_audio/alafasy-Sayfa282.mp3,public://quran_images/sayfa-282.png,7,,
Sayfa 283,283,1,public://quran_audio/alafasy-Sayfa283.mp3,public://quran_images/sayfa-283.png,10,,
Sayfa 284,284,1,public://quran_audio/alafasy-Sayfa284.mp3,public://quran_images/sayfa-284.png,10,,
Sayfa 285,285,1,public://quran_audio/alafasy-Sayfa285.mp3,public://quran_images/sayfa-285.png,11,,
Sayfa 286,286,1,public://quran_audio/alafasy-Sayfa286.mp3,public://quran_images/sayfa-286.png,11,,
Sayfa 287,287,1,public://quran_audio/alafasy-Sayfa287.mp3,public://quran_images/sayfa-287.png,9,,
Sayfa 288,288,1,public://quran_audio/alafasy-Sayfa288.mp3,public://quran_images/sayfa-288.png,8,,
Sayfa 289,289,1,public://quran_audio/alafasy-Sayfa289.mp3,public://quran_images/sayfa-289.png,9,,
Sayfa 290,290,1,public://quran_audio/alafasy-Sayfa290.mp3,public://quran_images/sayfa-290.png,11,,
Sayfa 291,291,1,public://quran_audio/alafasy-Sayfa291.mp3,public://quran_images/sayfa-291.png,10,,
Sayfa 292,292,1,public://quran_audio/alafasy-Sayfa292.mp3,public://quran_images/sayfa-292.png,8,,
Sayfa 293,293,1,public://quran_audio/alafasy-Sayfa293.mp3,public://quran_images/sayfa-293.png,11,,
Sayfa 294,294,1,public://quran_audio/alafasy-Sayfa294.mp3,public://quran_images/sayfa-294.png,11,,
Sayfa 295,295,1,public://quran_audio/alafasy-Sayfa295.mp3,public://quran_images/sayfa-295.png,5,,
Sayfa 296,296,1,public://quran_audio/alafasy-Sayfa296.mp3,public://quran_images/sayfa-296.png,7,,
Sayfa 297,297,1,public://quran_audio/alafasy-Sayfa297.mp3,public://quran_images/sayfa-297.png,7,,
Sayfa 298,298,1,public://quran_audio/alafasy-Sayfa298.mp3,public://quran_images/sayfa-298.png,11,,
Sayfa 299,299,1,public://quran_audio/alafasy-Sayfa299.mp3,public://quran_images/sayfa-299.png,8,,
Sayfa 300,300,1,public://quran_audio/alafasy-Sayfa300.mp3,public://quran_images/sayfa-300.png,8,,
Sayfa 301,301,1,public://quran_audio/alafasy-Sayfa301.mp3,public://quran_images/sayfa-301.png,13,,
Sayfa 302,302,1,public://quran_audio/alafasy-Sayfa302.mp3,public://quran_images/sayfa-302.png,9,,
Sayfa 303,303,1,public://quran_audio/alafasy-Sayfa303.mp3,public://quran_images/sayfa-303.png,14,,
Sayfa 304,304,1,public://quran_audio/alafasy-Sayfa304.mp3,public://quran_images/sayfa-304.png,13,,
Sayfa 305,305,1,public://quran_audio/alafasy-Sayfa305.mp3,public://quran_images/sayfa-305.png,11,,
Sayfa 306,306,1,public://quran_audio/alafasy-Sayfa306.mp3,public://quran_images/sayfa-306.png,14,,
Sayfa 307,307,1,public://quran_audio/alafasy-Sayfa307.mp3,public://quran_images/sayfa-307.png,13,,
Sayfa 308,308,1,public://quran_audio/alafasy-Sayfa308.mp3,public://quran_images/sayfa-308.png,13,,
Sayfa 309,309,1,public://quran_audio/alafasy-Sayfa309.mp3,public://quran_images/sayfa-309.png,13,,
Sayfa 310,310,1,public://quran_audio/alafasy-Sayfa310.mp3,public://quran_images/sayfa-310.png,12,,
Sayfa 311,311,1,public://quran_audio/alafasy-Sayfa311.mp3,public://quran_images/sayfa-311.png,19,,
Sayfa 312,312,1,public://quran_audio/alafasy-Sayfa312.mp3,public://quran_images/sayfa-312.png,15,,
Sayfa 313,313,1,public://quran_audio/alafasy-Sayfa313.mp3,public://quran_images/sayfa-313.png,25,,
Sayfa 314,314,1,public://quran_audio/alafasy-Sayfa314.mp3,public://quran_images/sayfa-314.png,14,,
Sayfa 315,315,1,public://quran_audio/alafasy-Sayfa315.mp3,public://quran_images/sayfa-315.png,13,,
Sayfa 316,316,1,public://quran_audio/alafasy-Sayfa316.mp3,public://quran_images/sayfa-316.png,12,,
Sayfa 317,317,1,public://quran_audio/alafasy-Sayfa317.mp3,public://quran_images/sayfa-317.png,11,,
Sayfa 318,318,1,public://quran_audio/alafasy-Sayfa318.mp3,public://quran_images/sayfa-318.png,11,,
Sayfa 319,319,1,public://quran_audio/alafasy-Sayfa319.mp3,public://quran_images/sayfa-319.png,15,,
Sayfa 320,320,1,public://quran_audio/alafasy-Sayfa320.mp3,public://quran_images/sayfa-320.png,12,,
Sayfa 321,321,1,public://quran_audio/alafasy-Sayfa321.mp3,public://quran_images/sayfa-321.png,10,,
Sayfa 322,322,1,public://quran_audio/alafasy-Sayfa322.mp3,public://quran_images/sayfa-322.png,10,,
Sayfa 323,323,1,public://quran_audio/alafasy-Sayfa323.mp3,public://quran_images/sayfa-323.png,14,,
Sayfa 324,324,1,public://quran_audio/alafasy-Sayfa324.mp3,public://quran_images/sayfa-324.png,11,,
Sayfa 325,325,1,public://quran_audio/alafasy-Sayfa325.mp3,public://quran_images/sayfa-325.png,9,,
Sayfa 326,326,1,public://quran_audio/alafasy-Sayfa326.mp3,public://quran_images/sayfa-326.png,13,,
Sayfa 327,327,1,public://quran_audio/alafasy-Sayfa327.mp3,public://quran_images/sayfa-327.png,15,,
Sayfa 328,328,1,public://quran_audio/alafasy-Sayfa328.mp3,public://quran_images/sayfa-328.png,9,,
Sayfa 329,329,1,public://quran_audio/alafasy-Sayfa329.mp3,public://quran_images/sayfa-329.png,9,,
Sayfa 330,330,1,public://quran_audio/alafasy-Sayfa330.mp3,public://quran_images/sayfa-330.png,11,,
Sayfa 331,331,1,public://quran_audio/alafasy-Sayfa331.mp3,public://quran_images/sayfa-331.png,11,,
Sayfa 332,332,1,public://quran_audio/alafasy-Sayfa332.mp3,public://quran_images/sayfa-332.png,5,,
Sayfa 333,333,1,public://quran_audio/alafasy-Sayfa333.mp3,public://quran_images/sayfa-333.png,10,,
Sayfa 334,334,1,public://quran_audio/alafasy-Sayfa334.mp3,public://quran_images/sayfa-334.png,8,,
Sayfa 335,335,1,public://quran_audio/alafasy-Sayfa335.mp3,public://quran_images/sayfa-335.png,7,,
Sayfa 336,336,1,public://quran_audio/alafasy-Sayfa336.mp3,public://quran_images/sayfa-336.png,8,,
Sayfa 337,337,1,public://quran_audio/alafasy-Sayfa337.mp3,public://quran_images/sayfa-337.png,8,,
Sayfa 338,338,1,public://quran_audio/alafasy-Sayfa338.mp3,public://quran_images/sayfa-338.png,9,,
Sayfa 339,339,1,public://quran_audio/alafasy-Sayfa339.mp3,public://quran_images/sayfa-339.png,9,,
Sayfa 340,340,1,public://quran_audio/alafasy-Sayfa340.mp3,public://quran_images/sayfa-340.png,8,,
Sayfa 341,341,1,public://quran_audio/alafasy-Sayfa341.mp3,public://quran_images/sayfa-341.png,6,,
Sayfa 342,342,1,public://quran_audio/alafasy-Sayfa342.mp3,public://quran_images/sayfa-342.png,17,,
Sayfa 343,343,1,public://quran_audio/alafasy-Sayfa343.mp3,public://quran_images/sayfa-343.png,10,,
Sayfa 344,344,1,public://quran_audio/alafasy-Sayfa344.mp3,public://quran_images/sayfa-344.png,15,,
Sayfa 345,345,1,public://quran_audio/alafasy-Sayfa345.mp3,public://quran_images/sayfa-345.png,17,,
Sayfa 346,346,1,public://quran_audio/alafasy-Sayfa346.mp3,public://quran_images/sayfa-346.png,15,,
Sayfa 347,347,1,public://quran_audio/alafasy-Sayfa347.mp3,public://quran_images/sayfa-347.png,15,,
Sayfa 348,348,1,public://quran_audio/alafasy-Sayfa348.mp3,public://quran_images/sayfa-348.png,15,,
Sayfa 349,349,1,public://quran_audio/alafasy-Sayfa349.mp3,public://quran_images/sayfa-349.png,14,,
Sayfa 350,350,1,public://quran_audio/alafasy-Sayfa350.mp3,public://quran_images/sayfa-350.png,10,,
Sayfa 351,351,1,public://quran_audio/alafasy-Sayfa351.mp3,public://quran_images/sayfa-351.png,10,,
Sayfa 352,352,1,public://quran_audio/alafasy-Sayfa352.mp3,public://quran_images/sayfa-352.png,7,,
Sayfa 353,353,1,public://quran_audio/alafasy-Sayfa353.mp3,public://quran_images/sayfa-353.png,4,,
Sayfa 354,354,1,public://quran_audio/alafasy-Sayfa354.mp3,public://quran_images/sayfa-354.png,5,,
Sayfa 355,355,1,public://quran_audio/alafasy-Sayfa355.mp3,public://quran_images/sayfa-355.png,7,,
Sayfa 356,356,1,public://quran_audio/alafasy-Sayfa356.mp3,public://quran_images/sayfa-356.png,10,,
Sayfa 357,357,1,public://quran_audio/alafasy-Sayfa357.mp3,public://quran_images/sayfa-357.png,5,,
Sayfa 358,358,1,public://quran_audio/alafasy-Sayfa358.mp3,public://quran_images/sayfa-358.png,3,,
Sayfa 359,359,1,public://quran_audio/alafasy-Sayfa359.mp3,public://quran_images/sayfa-359.png,5,,
Sayfa 360,360,1,public://quran_audio/alafasy-Sayfa360.mp3,public://quran_images/sayfa-360.png,9,,
Sayfa 361,361,1,public://quran_audio/alafasy-Sayfa361.mp3,public://quran_images/sayfa-361.png,9,,
Sayfa 362,362,1,public://quran_audio/alafasy-Sayfa362.mp3,public://quran_images/sayfa-362.png,12,,
Sayfa 363,363,1,public://quran_audio/alafasy-Sayfa363.mp3,public://quran_images/sayfa-363.png,11,,
Sayfa 364,364,1,public://quran_audio/alafasy-Sayfa364.mp3,public://quran_images/sayfa-364.png,12,,
Sayfa 365,365,1,public://quran_audio/alafasy-Sayfa365.mp3,public://quran_images/sayfa-365.png,12,,
Sayfa 366,366,1,public://quran_audio/alafasy-Sayfa366.mp3,public://quran_images/sayfa-366.png,10,,
Sayfa 367,367,1,public://quran_audio/alafasy-Sayfa367.mp3,public://quran_images/sayfa-367.png,19,,
Sayfa 368,368,1,public://quran_audio/alafasy-Sayfa368.mp3,public://quran_images/sayfa-368.png,20,,
Sayfa 369,369,1,public://quran_audio/alafasy-Sayfa369.mp3,public://quran_images/sayfa-369.png,21,,
Sayfa 370,370,1,public://quran_audio/alafasy-Sayfa370.mp3,public://quran_images/sayfa-370.png,23,,
Sayfa 371,371,1,public://quran_audio/alafasy-Sayfa371.mp3,public://quran_images/sayfa-371.png,28,,
Sayfa 372,372,1,public://quran_audio/alafasy-Sayfa372.mp3,public://quran_images/sayfa-372.png,25,,
Sayfa 373,373,1,public://quran_audio/alafasy-Sayfa373.mp3,public://quran_images/sayfa-373.png,23,,
Sayfa 374,374,1,public://quran_audio/alafasy-Sayfa374.mp3,public://quran_images/sayfa-374.png,24,,
Sayfa 375,375,1,public://quran_audio/alafasy-Sayfa375.mp3,public://quran_images/sayfa-375.png,23,,
Sayfa 376,376,1,public://quran_audio/alafasy-Sayfa376.mp3,public://quran_images/sayfa-376.png,21,,
Sayfa 377,377,1,public://quran_audio/alafasy-Sayfa377.mp3,public://quran_images/sayfa-377.png,13,,
Sayfa 378,378,1,public://quran_audio/alafasy-Sayfa378.mp3,public://quran_images/sayfa-378.png,9,,
Sayfa 379,379,1,public://quran_audio/alafasy-Sayfa379.mp3,public://quran_images/sayfa-379.png,13,,
Sayfa 380,380,1,public://quran_audio/alafasy-Sayfa380.mp3,public://quran_images/sayfa-380.png,9,,
Sayfa 381,381,1,public://quran_audio/alafasy-Sayfa381.mp3,public://quran_images/sayfa-381.png,11,,
Sayfa 382,382,1,public://quran_audio/alafasy-Sayfa382.mp3,public://quran_images/sayfa-382.png,8,,
Sayfa 383,383,1,public://quran_audio/alafasy-Sayfa383.mp3,public://quran_images/sayfa-383.png,13,,
Sayfa 384,384,1,public://quran_audio/alafasy-Sayfa384.mp3,public://quran_images/sayfa-384.png,12,,
Sayfa 385,385,1,public://quran_audio/alafasy-Sayfa385.mp3,public://quran_images/sayfa-385.png,10,,
Sayfa 386,386,1,public://quran_audio/alafasy-Sayfa386.mp3,public://quran_images/sayfa-386.png,8,,
Sayfa 387,387,1,public://quran_audio/alafasy-Sayfa387.mp3,public://quran_images/sayfa-387.png,8,,
Sayfa 388,388,1,public://quran_audio/alafasy-Sayfa388.mp3,public://quran_images/sayfa-388.png,7,,
Sayfa 389,389,1,public://quran_audio/alafasy-Sayfa389.mp3,public://quran_images/sayfa-389.png,7,,
Sayfa 390,390,1,public://quran_audio/alafasy-Sayfa390.mp3,public://quran_images/sayfa-390.png,8,,
Sayfa 391,391,1,public://quran_audio/alafasy-Sayfa391.mp3,public://quran_images/sayfa-391.png,7,,
Sayfa 392,392,1,public://quran_audio/alafasy-Sayfa392.mp3,public://quran_images/sayfa-392.png,9,,
Sayfa 393,393,1,public://quran_audio/alafasy-Sayfa393.mp3,public://quran_images/sayfa-393.png,11,,
Sayfa 394,394,1,public://quran_audio/alafasy-Sayfa394.mp3,public://quran_images/sayfa-394.png,7,,
Sayfa 395,395,1,public://quran_audio/alafasy-Sayfa395.mp3,public://quran_images/sayfa-395.png,7,,
Sayfa 396,396,1,public://quran_audio/alafasy-Sayfa396.mp3,public://quran_images/sayfa-396.png,10,,
Sayfa 397,397,1,public://quran_audio/alafasy-Sayfa397.mp3,public://quran_images/sayfa-397.png,8,,
Sayfa 398,398,1,public://quran_audio/alafasy-Sayfa398.mp3,public://quran_images/sayfa-398.png,9,,
Sayfa 399,399,1,public://quran_audio/alafasy-Sayfa399.mp3,public://quran_images/sayfa-399.png,7,,
Sayfa 400,400,1,public://quran_audio/alafasy-Sayfa400.mp3,public://quran_images/sayfa-400.png,8,,
Sayfa 401,401,1,public://quran_audio/alafasy-Sayfa401.mp3,public://quran_images/sayfa-401.png,7,,
Sayfa 402,402,1,public://quran_audio/alafasy-Sayfa402.mp3,public://quran_images/sayfa-402.png,7,,
Sayfa 403,403,1,public://quran_audio/alafasy-Sayfa403.mp3,public://quran_images/sayfa-403.png,11,,
Sayfa 404,404,1,public://quran_audio/alafasy-Sayfa404.mp3,public://quran_images/sayfa-404.png,11,,
Sayfa 405,405,1,public://quran_audio/alafasy-Sayfa405.mp3,public://quran_images/sayfa-405.png,10,,
Sayfa 406,406,1,public://quran_audio/alafasy-Sayfa406.mp3,public://quran_images/sayfa-406.png,9,,
Sayfa 407,407,1,public://quran_audio/alafasy-Sayfa407.mp3,public://quran_images/sayfa-407.png,8,,
Sayfa 408,408,1,public://quran_audio/alafasy-Sayfa408.mp3,public://quran_images/sayfa-408.png,9,,
Sayfa 409,409,1,public://quran_audio/alafasy-Sayfa409.mp3,public://quran_images/sayfa-409.png,9,,
Sayfa 410,410,1,public://quran_audio/alafasy-Sayfa410.mp3,public://quran_images/sayfa-410.png,10,,
Sayfa 411,411,1,public://quran_audio/alafasy-Sayfa411.mp3,public://quran_images/sayfa-411.png,11,,
Sayfa 412,412,1,public://quran_audio/alafasy-Sayfa412.mp3,public://quran_images/sayfa-412.png,8,,
Sayfa 413,413,1,public://quran_audio/alafasy-Sayfa413.mp3,public://quran_images/sayfa-413.png,9,,
Sayfa 414,414,1,public://quran_audio/alafasy-Sayfa414.mp3,public://quran_images/sayfa-414.png,6,,
Sayfa 415,415,1,public://quran_audio/alafasy-Sayfa415.mp3,public://quran_images/sayfa-415.png,11,,
Sayfa 416,416,1,public://quran_audio/alafasy-Sayfa416.mp3,public://quran_images/sayfa-416.png,9,,
Sayfa 417,417,1,public://quran_audio/alafasy-Sayfa417.mp3,public://quran_images/sayfa-417.png,10,,
Sayfa 418,418,1,public://quran_audio/alafasy-Sayfa418.mp3,public://quran_images/sayfa-418.png,6,,
Sayfa 419,419,1,public://quran_audio/alafasy-Sayfa419.mp3,public://quran_images/sayfa-419.png,9,,
Sayfa 420,420,1,public://quran_audio/alafasy-Sayfa420.mp3,public://quran_images/sayfa-420.png,7,,
Sayfa 421,421,1,public://quran_audio/alafasy-Sayfa421.mp3,public://quran_images/sayfa-421.png,8,,
Sayfa 422,422,1,public://quran_audio/alafasy-Sayfa422.mp3,public://quran_images/sayfa-422.png,5,,
Sayfa 423,423,1,public://quran_audio/alafasy-Sayfa423.mp3,public://quran_images/sayfa-423.png,8,,
Sayfa 424,424,1,public://quran_audio/alafasy-Sayfa424.mp3,public://quran_images/sayfa-424.png,7,,
Sayfa 425,425,1,public://quran_audio/alafasy-Sayfa425.mp3,public://quran_images/sayfa-425.png,4,,
Sayfa 426,426,1,public://quran_audio/alafasy-Sayfa426.mp3,public://quran_images/sayfa-426.png,8,,
Sayfa 427,427,1,public://quran_audio/alafasy-Sayfa427.mp3,public://quran_images/sayfa-427.png,11,,
Sayfa 428,428,1,public://quran_audio/alafasy-Sayfa428.mp3,public://quran_images/sayfa-428.png,7,,
Sayfa 429,429,1,public://quran_audio/alafasy-Sayfa429.mp3,public://quran_images/sayfa-429.png,7,,
Sayfa 430,430,1,public://quran_audio/alafasy-Sayfa430.mp3,public://quran_images/sayfa-430.png,8,,
Sayfa 431,431,1,public://quran_audio/alafasy-Sayfa431.mp3,public://quran_images/sayfa-431.png,9,,
Sayfa 432,432,1,public://quran_audio/alafasy-Sayfa432.mp3,public://quran_images/sayfa-432.png,8,,
Sayfa 433,433,1,public://quran_audio/alafasy-Sayfa433.mp3,public://quran_images/sayfa-433.png,9,,
Sayfa 434,434,1,public://quran_audio/alafasy-Sayfa434.mp3,public://quran_images/sayfa-434.png,9,,
Sayfa 435,435,1,public://quran_audio/alafasy-Sayfa435.mp3,public://quran_images/sayfa-435.png,8,,
Sayfa 436,436,1,public://quran_audio/alafasy-Sayfa436.mp3,public://quran_images/sayfa-436.png,7,,
Sayfa 437,437,1,public://quran_audio/alafasy-Sayfa437.mp3,public://quran_images/sayfa-437.png,12,,
Sayfa 438,438,1,public://quran_audio/alafasy-Sayfa438.mp3,public://quran_images/sayfa-438.png,8,,
Sayfa 439,439,1,public://quran_audio/alafasy-Sayfa439.mp3,public://quran_images/sayfa-439.png,6,,
Sayfa 440,440,1,public://quran_audio/alafasy-Sayfa440.mp3,public://quran_images/sayfa-440.png,13,,
Sayfa 441,441,1,public://quran_audio/alafasy-Sayfa441.mp3,public://quran_images/sayfa-441.png,15,,
Sayfa 442,442,1,public://quran_audio/alafasy-Sayfa442.mp3,public://quran_images/sayfa-442.png,13,,
Sayfa 443,443,1,public://quran_audio/alafasy-Sayfa443.mp3,public://quran_images/sayfa-443.png,14,,
Sayfa 444,444,1,public://quran_audio/alafasy-Sayfa444.mp3,public://quran_images/sayfa-444.png,16,,
Sayfa 445,445,1,public://quran_audio/alafasy-Sayfa445.mp3,public://quran_images/sayfa-445.png,13,,
Sayfa 446,446,1,public://quran_audio/alafasy-Sayfa446.mp3,public://quran_images/sayfa-446.png,24,,
Sayfa 447,447,1,public://quran_audio/alafasy-Sayfa447.mp3,public://quran_images/sayfa-447.png,27,,
Sayfa 448,448,1,public://quran_audio/alafasy-Sayfa448.mp3,public://quran_images/sayfa-448.png,25,,
Sayfa 449,449,1,public://quran_audio/alafasy-Sayfa449.mp3,public://quran_images/sayfa-449.png,26,,
Sayfa 450,450,1,public://quran_audio/alafasy-Sayfa450.mp3,public://quran_images/sayfa-450.png,24,,
Sayfa 451,451,1,public://quran_audio/alafasy-Sayfa451.mp3,public://quran_images/sayfa-451.png,27,,
Sayfa 452,452,1,public://quran_audio/alafasy-Sayfa452.mp3,public://quran_images/sayfa-452.png,29,,
Sayfa 453,453,1,public://quran_audio/alafasy-Sayfa453.mp3,public://quran_images/sayfa-453.png,16,,
Sayfa 454,454,1,public://quran_audio/alafasy-Sayfa454.mp3,public://quran_images/sayfa-454.png,10,,
Sayfa 455,455,1,public://quran_audio/alafasy-Sayfa455.mp3,public://quran_images/sayfa-455.png,16,,
Sayfa 456,456,1,public://quran_audio/alafasy-Sayfa456.mp3,public://quran_images/sayfa-456.png,19,,
Sayfa 457,457,1,public://quran_audio/alafasy-Sayfa457.mp3,public://quran_images/sayfa-457.png,22,,
Sayfa 458,458,1,public://quran_audio/alafasy-Sayfa458.mp3,public://quran_images/sayfa-458.png,10,,
Sayfa 459,459,1,public://quran_audio/alafasy-Sayfa459.mp3,public://quran_images/sayfa-459.png,5,,
Sayfa 460,460,1,public://quran_audio/alafasy-Sayfa460.mp3,public://quran_images/sayfa-460.png,11,,
Sayfa 461,461,1,public://quran_audio/alafasy-Sayfa461.mp3,public://quran_images/sayfa-461.png,10,,
Sayfa 462,462,1,public://quran_audio/alafasy-Sayfa462.mp3,public://quran_images/sayfa-462.png,9,,
Sayfa 463,463,1,public://quran_audio/alafasy-Sayfa463.mp3,public://quran_images/sayfa-463.png,7,,
Sayfa 464,464,1,public://quran_audio/alafasy-Sayfa464.mp3,public://quran_images/sayfa-464.png,9,,
Sayfa 465,465,1,public://quran_audio/alafasy-Sayfa465.mp3,public://quran_images/sayfa-465.png,11,,
Sayfa 466,466,1,public://quran_audio/alafasy-Sayfa466.mp3,public://quran_images/sayfa-466.png,7,,
Sayfa 467,467,1,public://quran_audio/alafasy-Sayfa467.mp3,public://quran_images/sayfa-467.png,8,,
Sayfa 468,468,1,public://quran_audio/alafasy-Sayfa468.mp3,public://quran_images/sayfa-468.png,9,,
Sayfa 469,469,1,public://quran_audio/alafasy-Sayfa469.mp3,public://quran_images/sayfa-469.png,9,,
Sayfa 470,470,1,public://quran_audio/alafasy-Sayfa470.mp3,public://quran_images/sayfa-470.png,8,,
Sayfa 471,471,1,public://quran_audio/alafasy-Sayfa471.mp3,public://quran_images/sayfa-471.png,7,,
Sayfa 472,472,1,public://quran_audio/alafasy-Sayfa472.mp3,public://quran_images/sayfa-472.png,9,,
Sayfa 473,473,1,public://quran_audio/alafasy-Sayfa473.mp3,public://quran_images/sayfa-473.png,9,,
Sayfa 474,474,1,public://quran_audio/alafasy-Sayfa474.mp3,public://quran_images/sayfa-474.png,8,,
Sayfa 475,475,1,public://quran_audio/alafasy-Sayfa475.mp3,public://quran_images/sayfa-475.png,11,,
Sayfa 476,476,1,public://quran_audio/alafasy-Sayfa476.mp3,public://quran_images/sayfa-476.png,8,,
Sayfa 477,477,1,public://quran_audio/alafasy-Sayfa477.mp3,public://quran_images/sayfa-477.png,11,,
Sayfa 478,478,1,public://quran_audio/alafasy-Sayfa478.mp3,public://quran_images/sayfa-478.png,9,,
Sayfa 479,479,1,public://quran_audio/alafasy-Sayfa479.mp3,public://quran_images/sayfa-479.png,9,,
Sayfa 480,480,1,public://quran_audio/alafasy-Sayfa480.mp3,public://quran_images/sayfa-480.png,9,,
Sayfa 481,481,1,public://quran_audio/alafasy-Sayfa481.mp3,public://quran_images/sayfa-481.png,8,,
Sayfa 482,482,1,public://quran_audio/alafasy-Sayfa482.mp3,public://quran_images/sayfa-482.png,8,,
Sayfa 483,483,1,public://quran_audio/alafasy-Sayfa483.mp3,public://quran_images/sayfa-483.png,10,,
Sayfa 484,484,1,public://quran_audio/alafasy-Sayfa484.mp3,public://quran_images/sayfa-484.png,5,,
Sayfa 485,485,1,public://quran_audio/alafasy-Sayfa485.mp3,public://quran_images/sayfa-485.png,7,,
Sayfa 486,486,1,public://quran_audio/alafasy-Sayfa486.mp3,public://quran_images/sayfa-486.png,9,,
Sayfa 487,487,1,public://quran_audio/alafasy-Sayfa487.mp3,public://quran_images/sayfa-487.png,13,,
Sayfa 488,488,1,public://quran_audio/alafasy-Sayfa488.mp3,public://quran_images/sayfa-488.png,7,,
Sayfa 489,489,1,public://quran_audio/alafasy-Sayfa489.mp3,public://quran_images/sayfa-489.png,12,,
Sayfa 490,490,1,public://quran_audio/alafasy-Sayfa490.mp3,public://quran_images/sayfa-490.png,12,,
Sayfa 491,491,1,public://quran_audio/alafasy-Sayfa491.mp3,public://quran_images/sayfa-491.png,11,,
Sayfa 492,492,1,public://quran_audio/alafasy-Sayfa492.mp3,public://quran_images/sayfa-492.png,14,,
Sayfa 493,493,1,public://quran_audio/alafasy-Sayfa493.mp3,public://quran_images/sayfa-493.png,13,,
Sayfa 494,494,1,public://quran_audio/alafasy-Sayfa494.mp3,public://quran_images/sayfa-494.png,13,,
Sayfa 495,495,1,public://quran_audio/alafasy-Sayfa495.mp3,public://quran_images/sayfa-495.png,16,,
